Var1,out_tab1,out_tab2,out_tab3,out_tab4,out_tab5,out_tab6,out_tab7,out_tab8,out_tab9,out_tab10,out_tab11,out_tab12,out_tab13,out_tab14,out_tab15,out_tab16,out_tab17,out_tab18,out_tab19,out_tab20
DCYTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGSNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPO6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN6Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIBtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSOtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURItex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mal__D_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT5r,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDDH,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO2tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPS2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFC,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFD,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADVtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QULNS,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALKP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cobalt2_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMAOtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LACD3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LACD2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT6r,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSULtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UREAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URItex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORtppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATPHs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCTR1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPACabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGGABADr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mso3_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_23camp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_23cgmp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_23cump_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3amp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3gmp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3ump_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glyc__R_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_eca4colipa_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYOX3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTSO3abcpp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3abcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sel_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hg2_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O16GLCT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O16AP2pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O16AP3pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O16A4Lpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTATr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHBSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTERES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CAMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CCMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CUMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23CGMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LADGMDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAGLUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTRCt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGGABAH,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRULYSK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULFACabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHSO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTSO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPOtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYANSTpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCPST,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHEMEabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX1abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALBDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHT2ex,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHTex,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECAP1pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDCPDPpp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECAP2pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECA4OALpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3Ri,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULFACtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sulfac_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_butso3_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ethso3_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NODOy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALM2pp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CU1abcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HG2abcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCTR3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPT4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA4NTpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NODOx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHFRBO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Otpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Otex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNt8pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNDt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTBTt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42A12BOOXpp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYROXDApp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACALDt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEAMNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACALDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPOt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRIR4pp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRIR3pp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INOSTt4pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHEMEtiex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM3PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYANtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCYNTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACANTHAT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX2abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX1tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX2tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3GMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALDtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tym_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOXR1,5,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOXR2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAPAL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPTASECG,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_imp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOPAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HOXPACDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACZpp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPDDA1pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPDDA5pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLVR,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEENTERexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE3HOXexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDMO2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LALGP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM4PApp,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM4PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR3b,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR4b,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAL1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCUR1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGLCURtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGALPpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UACGAMPpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UACGALPpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGLCURPpp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEROpp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISETACabcpp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISETACtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUR1PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAL1PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAM1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UACGAMtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDPACGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM4PCP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM3PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UM4PCP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLAT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSO3abcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PEPTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM3Pt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGM4Pt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGMt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECRMexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARBTNexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHRpp,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARABDI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGt3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD2t3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKMt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2t2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R5PPpp,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSP_Lpp,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRPpp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYC2Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSERtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R5Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPSR2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR1b,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNDR2b,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAE140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNUtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAMYL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAMYLpp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL80t2pp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPGPPDP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPGNexs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDCAtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTDCAtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDCAtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUACYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PDE2pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PDE4pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PDE9pp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPHs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARCOX,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPHs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN6PP,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3KGK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cd2_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F6PP,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDPMNH,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL60t2pp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDONt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDOLEt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDPDPK,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCDCAtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCDCEAtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUNGSabcpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBDabcpp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI2uabcpp,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
